dates,website,
2 7 2020,https://www.msn.com/en-us/travel/us-travel/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/vp-BBZKr0I,support
2 7 2020,https://www.msn.com/en-us/movies/news/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/vp-BBZKr0I,support
2 7 2020,https://www.msn.com/en-us/health/medical/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/vp-BBZKr0I,support
2 7 2020,https://www.msn.com/en-us/music/video/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/vp-BBZKr0I,support
2 7 2020,https://www.msn.com/en-us/health/nutrition/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/vi-BBZKr0I,support
2 7 2020,https://www.msn.com/en-us/lifestyle/pets/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/vp-BBZKr0I,support
2 7 2020,https://www.msn.com/en-us/video/watch/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/vi-BBZKr0I,support
2 7 2020,https://www.yaktrinews.com/i/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/,support
2 7 2020,https://www.msn.com/en-us/video/be-prepared/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/vp-BBZKr0I,support
2 7 2020,https://www.msn.com/en-us/health/fitness/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/vi-BBZKr0I,support
2 7 2020,https://www.msn.com/en-us/health/medical/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/vi-BBZKr0I,support
2 7 2020,https://www.msn.com/en-us/news/video/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/vi-BBZKr0I,support
2 7 2020,https://www.msn.com/en-us/news/us/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/vi-BBZKr0I,support
2 7 2020,https://www.msn.com/en-us/money/video/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/vp-BBZKr0I,support
2 7 2020,https://www.msn.com/en-us/foodanddrink/video/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/vp-BBZKr0I,support
2 7 2020,https://www.youtube.com/watch?v=CfGML4Cl2As,support
2 7 2020,https://www.youtube.com/watch?v=ZtkSYY9Z2fE&list=ULgJJUc8K4LNA&index=100754,support
2 7 2020,https://www.youtube.com/watch?v=vIbL1Rb6k7U,support
2 7 2020,https://www.crossroadstoday.com/i/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/,support
2 7 2020,https://www.msn.com/en-us/news/videos/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/vi-BBZKr0I,support
2 7 2020,https://www.msn.com/en-us/autos/autos-videos/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/vp-BBZKr0I,support
2 7 2020,https://www.msn.com/en-us/tv/video/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/vp-BBZKr0I,support
2 7 2020,https://www.youtube.com/watch?v=y6iikPfpXl0&list=PLIySoHp1WT9u8LAaFnMmQcmkanNwGraMw,support
2 6 2020,https://www.youtube.com/watch?v=Cc3lSd41FZY,support
2 7 2020,https://www.youtube.com/watch?v=wHUAOvrdfGU,support
2 7 2020,https://www.youtube.com/watch?v=lHmcqmpd_ec,support
2 9 2020,https://www.youtube.com/watch?v=OyWlnF0La6Y,support
2 7 2020,https://citizentv.co.ke/news/coronavirus-kills-doctor-who-warned-of-outbreak-317110/,support
3 19 2020,https://www.youtube.com/watch?v=x-Z8H3tzM-c,support
2 7 2020,https://www.youtube.com/watch?v=B5RNcMupV7g,support
2 7 2020,https://www.youtube.com/watch?v=CBAagRJbK-U,support
3 17 2020,https://www.youtube.com/watch?v=W-LL9vK_Uh4,support
2 7 2020,https://www.youtube.com/watch?v=nRmUK54L9Zk,support
2 6 2020,https://www.youtube.com/watch?v=zkZevtzyp-E,support
2 6 2020,https://www.youtube.com/watch?v=X3NgkbnXfkA,support
2 6 2020,https://www.youtube.com/watch?v=IvC3e5a1wzo,support
2 7 2020,https://edition.cnn.com/videos/world/2020/02/07/china-wuhan-coronovirus-doctor-censorship-culver-pkg-vpx.cnn/video/playlists/coronavirus/,support
2 7 2020,https://www.cnn.com/2020/02/07/asia/china-doctor-death-censorship-intl-hnk/index.html,support
2 7 2020,https://newsvideo.su/video/12199962,support
2 7 2020,https://www.youtube.com/watch?v=qfSr1jJEvBM,support
2 2 2020,https://www.youtube.com/watch?v=Zru5REL9ANg,support
2 7 2020,https://www.youtube.com/watch?v=W_ojxZv04DY,support
2 6 2020,https://www.youtube.com/watch?v=Cp5cY_pS54I,support
1 20 2020,https://www.youtube.com/watch?v=GEARtTBHXEw,support
2 7 2020,https://www.youtube.com/watch?v=jD30lGudAiY,support
2 7 2020,https://www.youtube.com/watch?v=RZE62it_3rE,support
3 16 2020,https://visioncareconnect.healthcare/the-vblog/ophthalmology-coronavirus-pandemic,support
2 8 2020,https://www.youtube.com/watch?v=ajq0smTyi_M,support
2 11 2020,https://www.youtube.com/watch?v=_Pu5me3Iq-4,support
2 7 2020,https://www.youtube.com/watch?v=DLVPiJohYRc,support
2 6 2020,https://www.youtube.com/watch?v=1VmU_mcb9bE,support
2 7 2020,https://m.youtube.com/watch?v=y6iikPfpXl0&list=PLwIZ1Q4Ls463ho4Azfmsh4qtb4PpTG_rM&index=8&t=0s,support
2 7 2020,https://www.facebook.com/CitizenTVKe/posts/coronavirus-kills-doctor-who-warned-of-outbreak-httpowlydeix30qfqgm/10163158877130405/,support
2 7 2020,https://flive.tips/watch/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak_vOwyuRhW46y7N3Y.html,support
2 7 2020,https://edition.cnn.com/2020/02/06/asia/li-wenliang-coronavirus-whistleblower-doctor-dies-intl,support
2 7 2020,https://sakafete.com/wuhan-coronavirus-kills-doctor-who-warned-of-outbreak/,support
2 7 2020,https://news.grabien.com/wire-coronavirus-kills-doctor-who-warned-outbreak,support
2 9 2020,https://www.youtube.com/watch?v=eMyLs7W_eLc,support
2 7 2020,https://www.youtube.com/watch?v=hClItPJCBcw,support
2 6 2020,https://www.youtube.com/watch?v=PWPBF8I2sbE,support
2 7 2020,https://www.youtube.com/watch?v=a8PMFLw2T0U,support
2 8 2020,https://www.youtube.com/watch?v=mncmnMCIVv8,support
2 12 2020,https://www.youtube.com/watch?v=_tPqhYG624U,support
2 21 2020,https://www.youtube.com/watch?v=9FHdEbxXOng,support
2 9 2020,https://www.cnn.com/2020/02/09/asia/coronavirus-china-deaths-sars-intl-hnk/index.html,support
2 15 2020,http://kimikombucha.com/blog/?p=108,support
2 7 2020,https://www.youtube.com/watch?v=c3sMIcKVVMA,support
2 6 2020,https://www.youtube.com/watch?v=7LkG6wTLza4,support
2 10 2020,https://www.youtube.com/watch?v=Tea0W-myOSQ,support
2 14 2020,https://www.youtube.com/watch?v=J1fSZesAS6s,support
2 11 2020,https://www.youtube.com/watch?v=lZ9sxp41YSw,support
2 9 2020,https://www.youtube.com/watch?v=Ls9SXsIjrH0,support
2 6 2020,https://www.facebook.com/permalink.php?id=261061365404&story_fbid=10163154228425405,support
