223,F,"The new coronavirus, also known as 2019 novel coronavirus, or 2019-nCoV, and HIV, largely based on an unpublished manuscript by scientists in India",3
224,F,"Very short insertions in the coronavirus protein sequence had an uncanny similarity to HIV, so we can conclude they derive from HIV",2
225,F,The coronavirus has been genetically engineered for the purposes of a weapon,3
226,F,The new virus could have leaked from a Chinese lab working on a vaccine,3
231,F,The coronavirus was created by a Chinese spy team,3
235,F,"There are “thousands�?or �?0,000�?dead as a result of the Wuhan coronavirus. As of early Jan. 27, the estimated death toll is 81 �?all of them in China",3
238,T,The first cases of COVID-19 were reported in the United States and South Korea on the same day,3
241,F,There is connection between the outbreak of coronavirus in China and any RCMP investigation,3
242,F,US Pharmaceutical develops vaccine for COVID-19 in 3 hours,2
243,F,Video shows Jack Ma praising China’s response to COVID-19 in speech,2
245,F,There a patent for the coronavirus from 2015,3
250,F,"The television show ""My Secret Terrius"" predicted the 2020 COVID-19 outbreak",3
254,T,"Washing bed linen or towels at 60C is a good idea, as this can kill any viruses in the fabric",2
258,F,There are four young people in an intensive care unit in Cork who have no underlying illnesses - all were taking anti-inflammatories and there are concerns this has caused a more severe illness,3
262,F,The vast majority of people who died of Covid-19 had ibuprofen in their system,3
265,F,Vaccine was reportedly distributed to shops and homes in one particular area of the Venice region,2
266,F,"The vaccine was created in Australia to combat Covid-19, and the only country in the world to have bought it is Switzerland",3
267,F,"Taking six doses of the vaccine would give protection from the virus for a year, and was available for 50 euros via an email address given in the leaflet",3
270,F,You should gargle with disinfectant to stop the virus entering the lungs,2
282,F,"The coronavirus was part of a ""hybrid warfare"" programme waged by the US on China and Iran",3
284,F,The Covid-19 is a bioweapon and planned,3
289,F,"You should avoid spicy food and load up on vitamin C"" in order to prevent the disease",2
292,T,"WHO suggests only avoiding consuming ""raw or undercooked animal products""",2
294,F,The Bill & Melinda Gates Foundation is a donor to both Pirbright and vaccine development to suggest that the current outbreak virus has somehow been deliberately manufactured to attract funding for the development of a vaccine,3
295,F,The coronavirus started in a secret lab,3
298,F,Tests run by the university’s laboratory had found “strong evidence that ibuprofen accelerates the multiplication of the virus,3
305,F,The 14 hour-long self imposed curfew will break the chain of transmission as the lifespan of the novel Coronavirus is 12 hours,3
309,F,The NHS has warned people should not shake hands to prevent the spread of the Wuhan coronavirus,3
310,F,"Wuhan, China, the centre of the new coronavirus outbreak, was where 5G was first rolled out. It suggests that 5G has damaged peoples�?immune systems and so boosted the virulence of the common cold",2
317,F,Video of Canada PM Justin Trudeau’s wife pleading people to take COVID-19 seriously,2
319,F,"There are four young people with no underlying illnesses in an intensive care unit in Cork due to Covid-19, who had all been taking anti-inflammatory drugs",3
320,F,The French health minister warned people with the new coronavirus against taking ibuprofen,3
322,F,The WHO has said that regularly rinsing your nose with saline is likely to prevent infection with the new coronavirus,3
323,F,The World Health Organisation (WHO) have advised people to use contactless payments instead of cash to reduce the risk of Covid-19 transmission,3
324,T,"The WHO advises the public to wash their hands after handling money, especially if handling or eating food",3
325,F,Vaccines to cure Covid-19 are ready,2
326,F,World Health Organization warns against eating cabbage during COVID-19 pandemic,2
329,F,The new coronavirus is 400-500 micro and for this reason wide enough to be stopped by masks,3
334,F,"To test for the new coronavirus, take a deep breath and hold for more than 10 seconds. If you complete it successfully without coughing, discomfort, stuffiness or tightness it proves there is no fibrosis in the lungs, basically indicating no infection",2
337,F,The NHS pays £4 billion annually in rent to private investors because of deals under Labour,3
344,T,"The CDC reported that between mid-February and mid-March, 20% of the hospitalizations for coronavirus were for patients age 20-44 and 18% were age 45-54",3
350,F,Video of an emotional appeal by the COVID-19 patient in Surat who had returned from London,2
352,F,The New York Times exposed the real reason behind coronavirus hype: Crash the market to harm Trump’s re-election chances,3
356,F,UNHCR says refugees in Malaysia are resisting COVID-19 tests,2
363,F,The WHO coronavirus test “was a bad test.�?,3
370,F,Using essential oils can help cure the coronavirus,2
371,F,Tinctures can kill the coronavirus,2
376,F,The World Health Organization offered the testing kits that they have available and to give it to us now. We (Trump administration) refused them. We did not want to buy them,3
378,T,The CDC in U.S. opted to develop its own coronavirus test and did not use the WHO’s protocol for the test,3
379,F,The Clintons are responsible for more deaths than the coronavirus. Coronavirus �?22. Clintons �?39,3
381,F,Tea can cure or alleviate novel coronavirus (COVID-19) infection,3
384,F,The CDC can detain anyone with a fever �?indefinitely. �?Vaccination (is) a way people could get out of detention,3
385,T,The CDC does have the power to isolate people with certain infectious diseases and quarantine those who had contact with an infected person,3
387,F,The Simpsons' predicted Tom Hanks getting coronavirus in 2007,3
395,F,You can monitor yourself for COVID-19 with a breath test,2
397,T,The only way to test for COVID-19 right now is via laboratory testing,3
405,F,This is an advisory issued by Singapore’s Ministry of Health about the first symptoms of novel coronavirus or COVID-19,3
406,F,Tom Hanks has a volleyball to keep him company while he’s quarantined,2
407,T,"Tom Hanks and Rita Wilson tested positive for COVID-19 in Australia, where Hanks is shooting a movie",2
408,F,The health insurance industry in U.S. has “agreed to waive all co-payments for coronavirus treatments.�?,3
411,T,Whole of Italy goes into quarantine,2
414,T,"The Itali government’s extraordinary measures, announced at Palazzo Chigi late on 9 March, comes amid a worsening of the coronavirus outbreak. The new stringent measures, covering the entire country, and would take effect tomorrow morning",3
421,T,Three Maryland coronavirus patients fully recovered and are able to return to everyday life,3
424,T,The number of new cases in South Korea is declining,3
428,F,Trump shakes hands with CPAC Chairman �?President Trump has come into contact with a potential coronavirus sufferer,2
429,F,The coronavirus was invented and patented in the USA and then planted in China,3
434,F,"The coronavirus discovered in Wuhan, China, was staged to cover-up the public health crisis caused by the intensive 5G roll-out in Wuhan in 2019",3
436,F,The media pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus,3
440,F,There is a coronavirus-related travel page that provides guidance for international travelers,3
441,F,"The State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6th",3
443,F,The Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive,3
448,T,The United States is actually screening fewer people (for the coronavirus than other countries) because we don't have appropriate testing,3
449,F,"The blood test for coronavirus costs $3,200",3
451,F,"Trump’s White House already said I won’t be able to afford the vaccine. If I can’t afford the test and I can’t afford the treatment, am I just supposed to die. This is exactly why I support healthcare as a human right",2
452,T,"Tulsa County's first positive Covid-19 case has recovered. This individual has had two negative tests, which is the indicator of recovery",2
453,F,"Two patients at Valley Regional Medical Center in Brownsville, Texas, are being looked at for possible coronavirus infections",2
466,F,"The vaccine for cattle will help humans, and protect against this new form of coronavirus",3
471,F,The CDC recommends men shave their beards to protect against coronavirus,3
479,T,The Chinese government has ordered for the swift cremation of patients who die after contracting the coronavirus,3
488,F,When using a medical mask you’re supposed to use�?white side out (this is the filter part) for when you’re not sick,2
490,F,You should wear the colored side of the mask on the outside when you are sick and the white side on the outside when you are healthy,2
491,F,The 2019 coronavirus causes sudden death syndrome,3
492,F,The coronavirus is a MILITARY BIO-WEAPON Developed by China's Army,3
493,F,"The world is now facing a massive wipe-out of humanity. The proof that this virus is a genetically-modified Bat-SARS-Like Virus, manipulated by the Chinese Army, appears below. The evidence is irrefutable",3
494,F,"The virus somehow escaped from the Wuhan lab, which deals with some of the world’s most dangerous pathogens, such as Ebola and the Severe Acute Respiratory Syndrome coronavirus",3
496,F,The coronavirus isn’t new because “Lysol has it listed as one of the viruses that it kills,3
499,F,You can call the phone number on the back of a baby formula product to receive a free case during COVID-19 pandemic,2
502,F,Video shows COVID-19 patient struggling to breathe at a hospital in India,2
505,T,The IOC said Thursday it is “not aware of any link�?between an Olympic boxing tournament it oversaw in London this month and positive coronavirus tests for people who were there,3
519,T,UFC President Dana White emphatically refuted reports that the company was laying off workers in the middle of the coronavirus pandemic on Wednesday,2
529,T,The Senate on Wednesday passed an unprecedented $2 trillion stimulus package to provide health care and economic aid amid the coronavirus outbreak and national shutdown of American daily life,3
531,T,US Navy ship headed to Los Angeles for coronavirus relief: Here's a look inside,2
532,T,Three American couples that arrived in India earlier this month to finalize long-awaited adoptions are now suddenly stuck in the country until at least April 15 because of the newly implemented national coronavirus lockdown,3
542,T,"The Pentagon said Thursday cases of the novel coronavirus have quadrupled in the U.S. military since last week, with more than 280 service members now infected around the world",3
547,T,The Department of Health and Human Services on Thursday implemented President Trump’s executive order to prevent the hoarding of certain health and medical resources necessary to respond to the coronavirus outbreak,3
554,T,The final version of the Senate’s coronavirus stimulus package left out billions of dollars that had been planned for the Department of Energy to go toward replenishing the nation’s Strategic Petroleum Reserve,3
556,T,"Taylor Swift, Ariana Grande send donations to fans affected by coronavirus. Two of the world's biggest pop stars are giving back to their fans as the coronavirus pandemic has left many out of work and without paychecks",3
566,T,The $2 trillion spending package to boost the economy in response to the coronavirus crisis includes a $350 million pot of money for “Migration and Refugee Assistance�?-- the latest item in the legislative behemoth that is angering critics,3
569,T,"With Amazon under fire for allegedly unsafe conditions in its distribution centers and warehouses in the U.S. and Europe, another worker at the Jeff Bezos-led company has tested positive for coronavirus",2
570,T,WNBA draft will be virtual event this season due to pandemic,2
572,T,"US needs to be prepared for second wave of coronavirus outbreak, Dr. Fauci warns",2
577,F,Zimbabwe reported its first positive COVID-19 test on March 16,2
579,T,Texas included abortion among unnecessary medical procedures it ordered stopped to conserve medical resources during the coronavirus pandemic,3
580,T,The NHL announced Wednesday it postponed three events slated for June because of the growing uncertainty around the impact the coronavirus will have on the league,3
591,F,"The United States ""refused"" COVID-19 diagnostic tests offered by the World Health Organization",3
599,T,"The Environmental Protection Agency (EPA) suspended its enforcement of a variety of environmental laws on Thursday, saying that industries could have trouble complying with them due to the coronavirus pandemic.T",3
605,T,The Department of Homeland Security announced Thursday it would be delaying the deadline for Americans to apply and receive a REAL ID-- a driver's license with a gold star in the top right corner-- due to the coronavirus pandemic,3
612,F,Video shows policemen arrested patients of COVID-19 in Punjab,2
623,T,"The coronavirus pandemic has forced Florida racing tracks to close, and 1,500 greyhounds are now looking for homes",3
624,T,"The number of Americans filing for unemployment surged to 3.3 million, shattering a decades-old record in jobless claims amid the coronavirus pandemic; Fox News Chief White House correspondent John Roberts reports",3
634,T,"Washington National Cathedral canon missioner the Rev. Canon Leonard L. Hamlin Sr. joined ""Bill Hemmer Reports"" Thursday to discuss the recent discovery of 5,000 respirator masks, which have been donated to local hospitals treating coronavirus patients",2
645,F,This is the video of Conress leaders Rahul and Priyanka Gandhi breaking coronavirus lockdown by stepping out,3
649,T,"The Golden Globes will accept movie submissions without a theatrical release for the first time ever due to the coronavirus pandemic, the Hollywood Foreign Press Association announced on Thursday",3
651,T,Trump campaign offices to stay closed through April because of coronavirus,2
652,T,"The Phoenix Zoo has turned to the digital world after the coronavirus outbreak forced it to close to visitors. Fans across the country are tuning in to their daily livestreams, helping raise money and keep operations going",3
658,T,United Airlines made another giant slash to domestic flights on Wednesday as the travel industry continues to take hits due to the coronavirus pandemic,2
664,T,"With Italy and Spain on the frontlines of fighting the coronavirus pandemic, medical workers have drawn attention to both countries' overburdened hospitals, where equipment and tests have been in short supply for weeks",2
670,F,The World Health Organization has prescribed a lockdown strategy to tackle COVID-19 which India is following,3
695,T,"Walmart, Kroger, Albertsons and others are adding plexiglass barriers to keep customers and employees safe during the outbreak",2
704,F,Two WhatsApp audio files claim that gangs of roughly 30 drug addicts are looting shops and terrorizing workers in central S?o Paulo during the COVID-19 lockdown,2
705,T,"When it was time to leave the hospital, the man had a touching message for those who helped care for him in the ICU: 'You are all rockstars'",2
707,T,The Senate stimulus compromise package aimed at helping Americans cope with the economic woes caused by the coronavirus crisis includes millions for the arts,3
710,T,"The major religions -- Christianity, Judaism, and Islam -- are adapting to virtual rituals as the coronavirus pandemic causes many to shut their doors to faithful followers",3
719,T,"United Kingdom immigration officials have detained and tested nearly 100 migrants attempting to enter the country Wednesday during the coronavirus outbreak, a report says",2
720,T,"Utah Jazz small forward Joe Ingles said he would retire from the NBA without hesitation if it meant keeping his son, who suffers from autism, safe from the threat of the coronavirus",2
722,T,The global outbreak of the coronavirus has forced Russia to postpone a nationwide vote on proposed constitutional amendments that would allow President Vladimir Putin to remain in power,3
727,T,Universal theme parks extend closures amid coronavirus outbreak,2
730,F,Video of a man who committed suicide in US due to COVID-19,2
733,T,Texas governor allowing restaurants to sell bulk retail items amid coronavirus pandemic,3
735,T,"The first virtual NASCAR race was a smash hit, Fox Sports commits to full season during coronavirus crisis",3
738,T,Wonderland Montessori providing childcare for first responders amid COVID-19 pandemic,2
746,T,The Archdiocese of Los Angeles Tuesday announced that all churches will be closed to the public until at least April 19 due to the coronavirus outbreak..T,3
754,T,'The Walking Dead' season finale postponed due to production delays caused by coronavirus outbreak,3
757,T,Turner Classic Movies to offer at-home film festival after coronavirus outbreak cancels event,2
764,T,"The couple Kristen Bell, Dax Shepard -- who own residential properties in Los Angeles, Calif. -- have decided to waive rent payments for the month of April",3
768,T,"Three U.S. Navy sailors aboard the aircraft carrier Theodore Roosevelt in the Philippine Sea have tested positive for COVID-19, marking the first time the virus has spread to a U.S. warship at sea, four U.S. defense officials tell Fox News",3
775,T,"Vice President Mike Pence said that “the FDA [Food and Drug Administration] is approving off-label use for the hydroxychloroquine right now.""",2
782,F,The Sanytol brand is sending an email to give away disinfecting wipes,3
784,T,"Teen climate activist Greta Thunberg said Tuesday that she’s been in self-isolation for two weeks after showing symptoms she believed were linked to the coronavirus, although admitted she was not tested for the disease",3
800,T,"Washington state issues ‘stay-at-home�?order, bans weddings and funerals to slow coronavirus spread",2
803,T,The mayor of Bergamo is flying his two daughters home from the United Kingdom to keep them safe amid the coronavirus pandemic,3
805,T,Titans coach Mike Vrabel talks to elderly fan quarantined over coronavirus concerns,2
811,T,"Tesla and SpaceX CEO Elon Musk made good on his promise to deliver ventilators to aid in the coronavirus pandemic, California Gov. Gavin Newsom said",3
814,T,"The Tokyo Olympic torch relay will start Thursday as planned in northeastern Fukushima prefecture �?but with no torch, no torchbearers, no public, and little ceremony",3
822,F,"Trupti Desai, a well known social activist from India, was arrested for illegally buying liquor during the Covid19 lockdown",2
826,T,"White House coronavirus task force member Dr. Deborah Birx reveals she had low-grade fever, tested negative for coronavirus",2
828,T,"The New York City Fire Department has only a few weeks worth of crucial protective gear left while dozens of firefighters have been infected with coronavirus, FDNY Commissioner Daniel Nigro told ""Bill Hemmer Reports""",3
831,T,"The founders of Desert Door sotol distillery in Texas have turned to producing hand sanitizer that is being donated to first responders, retirement centers and health care workers during the COVID-19 crisis",3
848,T,"Washington state hospital launches '100 million mask challenge' to fight supply shortage. Volunteers are sewing masks at home and a furniture factory produces 5,000 masks in two days; Dan Springer reports from Seattle",2
857,T,"The American Red Cross is doubling down on calls for healthy Americans, especially millennials and Gen Zs, to donate blood amid the coronavirus outbreak",3
861,T,"Vietnam veteran, 9/11 first responder walks streets with flag as coronavirus hits NYC",2
862,F,Video of kids from Italy yelling at stars assuming them to be their dead mother,2
864,F,Video of Al-Aqsa mosque after Israel allows photography inside it,2
867,T,The president of Mexico's Liga MX soccer league announced Friday he has tested positive for coronavirus,3
868,T,The University of Tampa announced that five of its students have tested positive for coronavirus and are recovering after returning from a spring break trip,3
871,T,"The coronavirus pandemic sweeping the country forced a New York City couple to cancel their meticulously planned March 21 wedding at the famous Chelsea Piers, and opt for an at-home wedding instead",3
874,T,"The largest hotel company in the world, Marriott International Inc., announced Sunday it will furlough thousands of corporate employees across the globe as the company is forced to scale back due to the coronavirus pandemic",3
878,T,USNS Comfort embarks to NYC to help hospitals dealing with COVID-19 pandemic,2
879,T,Three Hanshin Tigers players testing positive for the coronavirus this week isn't making Japanese baseball organizers think twice about starting the professional league season next month,3
883,F,"While China built a hospital for 1 thousand people in 10 days and everyone cheered, the Brazilian Army built field hospitals for 2 thousand COVID-19 patients in only 48 hours, and nobody cared",2
886,F,The United States are “recruiting” doctors to confront COVID-19,3
887,F,"The Disaster Management Act 2005 is going to be implemented in India, according to which no citizen is allowed to post any update or share any forward related to COVID-19",3
896,T,"The Metropolitan Opera announced it would offer a nightly series of free web streams, starting Monday March 16",3
903,T,"The Southern California two-weekend music festival was postponed amid virus concerns. The festival is organized by concert promoter Goldenvoice, which released a statement on March 10, saying it will be rescheduled for two weekends in October",3
904,T,"The Austin-based tech, film and music festival which draws hundreds of thousands of visitors was officially cancelled on March 6 in response to the rapidly spreading coronavirus",3
914,T,"The California based rock band Green Day announced a cancellation of a tour in Asia due to the virus, but said new dates would be announced shortly",3
918,F,Video of empty hospitals is proof that the pandemic is not real,2
921,T,"The Waller County community of Cane Island is hosting a pop-up drive-in movie weekend, with three straight days of old-fashioned double-features",3
931,T,"Walker County curfew goes into effect Monday until further notice. Walker County Judge Danny Pierce signed the order on Sunday to go into effect on Monday, March 23. The curfew will extend from 11:59 p.m. to 5:00 a.m. each night",2
934,T,"The election was originally scheduled for May 26, but it has been postponed ""in conjunction with the state's ongoing efforts to mitigate the spread of COVID-19,"" says a release from the governor's office",3
937,T,"Walmart to hire 150,000 workers, give $550 million in cash bonuses amid coronavirus outbreak. The hiring begins now through the end of May",2
942,F,"The video says that Italian elderly over 65 are taken into custody ; Spanish elderly are asked not to leave home, and violators will be sent to a concentration camp",3
944,T,"The Houston Livestock Show and Rodeo will host online auctions, giving registered buyers the opportunity to support the 2020 junior exhibitors",3
946,T,"Texas State Capitol, the Capitol Visitors Center, the Texas State Cemetery, and the Capitol Visitors Parking Garage will be closed to the public due to COVID-19",3
947,T,The Galveston-Houston Catholic Archdiocese has suspended mass effective March 18. Churches are being allowed to stay open for individual and private prayer,3
948,T,"UT President Gregory Fenves announced the move in a letter, saying UT is asking students not to return to campus after March 30 unless there is a specific need and if they have living arrangements elsewhere",2
949,T,The City of Galveston has shut down amusement venues including bars and barred restaurants from providing dine-in services,3
969,T,"U.S. Army Corps of Engineers mobilizing to convert hotels, dorms into hospitals",2
976,T,"The EU’s chief Brexit negotiator, Michel Barnier, tested positive. He is 69 years old and previously worked as France’s former foreign minister",3
984,T,Tesco restricts online orders to 80 items each. It is the latest in a series of measures to safeguard people and supplies during the coronavirus pandemic,3
985,T,Work to convert the Day Patient Unit at Guernsey's Princess Elizabeth Hospital into an Intensive Care Unit (ICU) has been completed in two weeks,2
991,U,The White House on Thursday said the record surge in unemployment claims is “to be totally expected�?and “no surprise�?considering the nationwide response to curb the spread of the novel coronavirus,3
994,U,Wimbledon has the chance to be postponed or canceled entirely as All England Club officials called for an “emergency meeting�?to discuss options as sporting events shut down over the coronavirus outbreak,2
995,F,The Government is not getting the test to detect COVID-19 from the company Genomica because it is run by the sister of a former opposition minister,3
1007,U,US could be worse than Italy if 15-day guidelines are disregarded,2
1011,F,Viral message claiming that disinfection will be conducted with the usage of helicopters in Poland,2
1016,F,There is an old undocumented man that  “does not remember anything” hospitalized in the “La Paz Hospital”,3
1020,U,"Vitamin D supplementation reduces the risk of respiratory infection, regulates cytokine production and can limit the risk of other viruses such as influenza",2
1022,F,"The father of Pablo Iglesias, vice-president of Spain, is hospitalized at the Clinical Hospital of Salamanca, (the photo is from 2016)",3
1036,F,UN is giving humanitarian aid in coronavirus emergency,2
1052,F,"WHO reported that Coronavirus lasts upto 8 hours on cabbages thus, cabbage consumption should be restricted",2
1057,F,Video of Police strictly implementing lockdown in Spain,2
1059,U,Wuhan Coronavirus patients SPIT at doctors to spread disease,2
1067,F,The executive order to restrict worship in South Korea for prevention of epidemics is religious oppression,3
1069,F,Video of Muslims gathered on roads despite the curfew to curb the spread of Coronavirus,2
1078,F,The flight which was chartered for Korean people by the Korean government only served Chinese people,3
1080,U,Thousands of Costa cruise passengers allowed to disembark following coronavirus scare,3
1082,F,There is no way to forbid religious gatehrings temporarily in South Korea to prevent the virus from spreading,3
1092,F,The covid-19 test kits from a Korean company are deemed suspicious by U.S. Congress,3
1094,U,Travellers beat China virus lockdown via bridge over the Yangtze,2
1097,F,Vitamin C can cure covid-19,2
1100,F,Video of a person infected with coronavirus comitting suicide in New York,2
1113,U,US citizen evacuated from Wuhan quarantined after trying to flee baseU,2
1114,U,"Two Hongkongers infected in mainland China as city gets 10th confirmed coronavirus case ""China coronavirus: Hong Kong professor Yuen Kwok-yung says effectiveness of drugs could be judged within weeks, with tests due to start in city""",2
1135,F,Video shows the suicide of an American man because he is affected by coronavirus,2
1136,U,U.S. coronavirus evacuee from China placed under quarantine order after trying to flee base,2
1139,U,"To mask or not to mask: confusion spreads over coronavirus protection ""As residents clamour for surgical masks in coronavirus-hit Hong Kong, 25,000 stolen from warehouse""",2
1144,U,Trump got the number of US coronavirus patients wrong in a tweet about how he's on top of the outbreak,2
1148,U,The Coronavirus and China and Quarantines May Cause a Global Recession,3
1165,F,Two men identified as “the owner of Carrefour” supermarkets in Brazil in videos where they criticized lockdown measures,2
1166,F,"The COVID-19 epidemic is almost finished in the Netherlands. The government did not close a single shop. Tweeted initially by a former Bolsonaro minister, Osmar Terra, on March 31",3
1170,F,There no coronavirus in Africa because there is no money there and they cannot get into debt with the International Monetary Fund,3
1172,F,World Health Organization condemned lockdown measures against COVID-19,2
1186,F,Video shows Italy turns to Islam after giving up by the Italian authoritis,2
1187,F,The video of unprecedented stone rain in Rome suggests the fate of pro-communist Italy,3
1191,U,Woman in China arrested for ‘refusing to wear mask�?as coronavirus crisis deepens,2
1192,U,Traditional Chinese remedy said to help fight Wuhan coronavirus sparks panic buying,2
1193,F,The photo of a porn actor used to pass as a health professional,3
1194,U,"Up to 75,000 could be infected with coronavirus in Wuhan, says Lancet study",2
1195,F,Video shows a supermarket in Louisiana had a breakdown: people were plundering goods with armed soldiers onsite,2
1197,F,Video shows that the Italian government/ Brisbane police used zombie robots/ drones to chase their citizen and make them stay home,2
1199,F,Vladimir Putin says that world leaders are trying to reduce the population,2
1202,U,Worried Chinese tourists don face masks to visit Windsor Castle,2
1206,U,ustralian family in Coronavirus epicentre Wuhan in China refuse to come back home,2
1213,U,"Working from home a novel, occasionally frustrating, experience for Hongkongers used to rhythms of office life",2
1216,F,The Irish Prime Minister/Taoiseach Leo Varadkar has urged people not to use the Houseparty video messaging app due to security concerns,3
1232,U,Vitamin C kills viruses,2
1236,U,"The Wuhan coronavirus death toll in mainland China has overtaken SARS ""China’s rate cuts in response to coronavirus ‘too marginal�?to help economy, analyst says""",3
1253,U,Uber freezes many accounts after flagging a possible coronavirus case,2
1258,U,"These are the 11 US 'enhanced health screening' airports ""US military ready to house 1,000 for virus quarantine""",3
1267,F,"The ex-Health Minister Nikola Todorov, otherwise a lawyer by profession, is a consultant of the current Minister of Health for expert advice and expertise in the field of epidemiology",3
1275,F,The maps shows the cases by provinces in Turkey,3
1277,U,Trump praised China’s response to the coronavirus outbreak,2
1296,F,Video shows Muslim prayers at a chuch in Switzerland due to the outbreak,2
1308,U,Wuhan turns sports halls and exhibition centres into coronavirus hospitals overnight,2
1310,U,Whistleblower arrested for ‘revealing how many bodies there are in Wuhan?,2
1317,U,Woman scared off rapist by coughing and saying she was from Wuhan,2
