Twitter ID,release date,comment,time,replies,retweets,likes,timestamp,Unnamed: 8
-8581905515798373581,Tue Mar 03 2020,@drphiliplee1 I believed it. Now who knows what to believe? I never bought the stuff normally  and I guess I was predisposed to go that way.,Tue Mar 03 22:44:43 +0000 2020,0,0,0,24:04.9,support
-8581905515798373581,Tue Mar 03 2020,@drphiliplee1 @AmosDuveen Thats good to hear. I actually heard someone on bbc radio say the opposite who was purporting to be a virologist.,Tue Mar 03 20:54:16 +0000 2020,0,1,1,24:07.7,support
-8581905515798373581,Tue Mar 03 2020,@KateWilton1 @drphiliplee1 Try Lidl - bought some today,Tue Mar 03 18:46:13 +0000 2020,0,2,2,24:07.7,support
-8581905515798373581,Tue Mar 03 2020,"@drphiliplee1 And this is why we follow your tweets, for sanity.",Tue Mar 03 11:39:05 +0000 2020,0,0,0,24:07.7,support
-8581905515798373581,Tue Mar 03 2020,"@drphiliplee1 @roolbg That tweet was actually a thread explaining that sanitizer was fine for when you can't wash your hands and explained it all pretty well, but none of that went viral so the wrong message got spread around",Tue Mar 03 10:28:34 +0000 2020,0,5,5,24:07.7,support
-8581905515798373581,Tue Mar 03 2020,@drphiliplee1 The problem with most commercially available hand sanitizer is that the ethanol content is around 50 to 60% and its not enough. It needs to be above 60% and preferably around 80% to be affective against #Corvid-19,Sun Mar 08 08:43:09 +0000 2020,0,0,0,24:07.7,support
-8581905515798373581,Tue Mar 03 2020,@drphiliplee1 @roolbg Might have been a different tweet that I saw of course,Tue Mar 03 10:29:52 +0000 2020,0,0,0,24:07.7,comment
-8581905515798373581,Tue Mar 03 2020,"@drphiliplee1 @paperghost I've stock piled on bottles of hand sanitizer. Anyone who comes within twenty feet of me, sneezing or coughing, gets a bottle right across the kisser. 100% effective. ?",Tue Mar 03 12:57:36 +0000 2020,0,3,3,24:10.7,support
-8581905515798373581,Tue Mar 03 2020,"@CalliePatrick16 Not always necessarily practicable though. Again most sanitisers will do the trick, especially if you're away from soap and water.",Tue Mar 03 14:50:23 +0000 2020,1,4,4,24:10.7,support
-8581905515798373581,Tue Mar 03 2020,@drphiliplee1 @Mike_P_Williams The stupid masses are going to be our downfall.,Wed Mar 04 10:57:14 +0000 2020,0,0,0,24:13.9,comment
-8581905515798373581,Tue Mar 03 2020,@drphiliplee1 Where you going to get 80% alcohol sanitiser from? Stuff in shops is 60% at best from all i see And soap does nothing? Bugger,Tue Mar 03 23:08:11 +0000 2020,0,0,0,24:13.9,comment
-8581905515798373581,Tue Mar 03 2020,@drphiliplee1 Why does COVID19 have 4 amino acids?Is it synthetic??,Wed Mar 04 01:16:45 +0000 2020,0,0,0,24:13.9,comment
-8581905515798373581,Tue Mar 03 2020,"@ridderz69 Sorry, 80% is the who recommended formulation. Most are 60-70% and will do just fine.Soap and tepid water will also effectively remove the virus.",Wed Mar 04 09:45:34 +0000 2020,0,0,0,24:13.9,support
